Device label,Model,Serial number,Sku number,Manufacturer,NMC Firmware version,IP Address,Location,UPS Score,Score rating,UPS from YYYY-MM,Battery from YYYY-MM,Battery Temperature (avg 24h deg C),External Battery Sku number,Internal Battery Sku number,Output Load (avg 24h in %),Load (min 30 days in %),Load (average 30 days in %),Load (max 30 days in %),Recommendation,Projected health,Projected health at optimal temperature
MBUS-Lexington-MDF-ADT-UPS1,SMART-UPS X1500,AS2121265573,SMX1500RM2UC,APC,v6.9.6,10.50.50.111,MBUS Lexington,43.89,Average,2021-05,2021-08,29.54736842105263,SMX48RMBP2U,APCRBC115,12.561663728310307,12.0,12.547930484626649,13.3,Lower the battery temperature to 25 degrees C,2026-04-22,2027-02-10
MBUS-Lexington-MDF-UPS1,Smart-UPS SRT    1500,AS2234293814,SRT1500RMXLA-NC,APC,v2.0.0.6,10.50.48.23,MBUS Lexington,71.76,Good,2022-08,2022-08,22.985915492957748,APCRBC155,APCRBC155,46.38199639346171,44.7,46.3232168137027,48.3,,2027-03-24,2027-03-24
MBUS-Lexington-MDF-UPS2,Smart-UPS SRT    1500,AS2234293815,SRT1500RMXLA-NC,APC,v2.0.0.6,10.50.48.24,MBUS Lexington,64.18,Average,2022-08,2022-08,21.0,APCRBC155,APCRBC155,7.1611171033251,0.0,7.093331450195336,10.0,,2024-11-21,2024-11-21
MBUS-Manassas-IDF1-UPS,Smart-UPS 1500,AS2307332118,SMT1500RM2UCNC,APC,v2.0.0.6,10.50.250.58,MBUS Manassas,89.37,Good,2023-02,2023-05,12.896167247386787,,APCRBC133,48.18407373058199,47.6,48.16335824794475,48.7,,2028-08-20,2028-08-20
MBUS-Manassas-IDF2-UPS,Smart-UPS 1500,AS2307332119,SMT1500RM2UCNC,APC,v2.0.0.6,10.50.250.59,MBUS Manassas,,,,,,,APCRBC133,41.25888141379656,36.7,41.25888141379656,43.1,,,
MBUS-Manassas-MDF-UPS3,Smart-UPS 1500,AS2307332121,SMT1500RM2UCNC,APC,v2.0.0.6,10.50.250.146,MBUS Manassas,80.83,Good,2023-02,2023-05,24.389436619718307,,APCRBC133,0.0,0.0,0.0,0.0,,2028-06-15,2028-10-18
MBUS-Manassas-MDF-UPS4,Smart-UPS 1500,AS2307332126,SMT1500RM2UCNC,APC,v2.0.0.6,10.50.250.147,MBUS Manassas,80.73,Good,2023-02,2023-05,24.372916666666654,,APCRBC133,22.633089649419563,21.8,22.831216069489813,50.9,,2028-03-24,2028-07-24
MBUS-Manassas-UPS1,Smart-UPS SRT    1500,AS2032292983,SRT1500RMXLA-NC,APC,v6.8.2,10.50.240.23,MBUS Manassas,35.57,Average,2020-08,2020-08,23.964285714285715,APCRBC155,APCRBC155,,36.3,41.541462684830066,50.2,,2025-12-21,2026-01-16
MBUS-Manassas-UPS2,Smart-UPS SRT    1500,AS2040195000,SRT1500RMXLA-NC,APC,v6.8.2,10.50.240.24,MBUS Manassas,34.7,Average,2020-10,2020-10,23.525510204081634,APCRBC155,APCRBC155,,30.0,31.53282071811807,34.6,,2025-03-10,2025-03-14
MBUS-MasonCity-IDF1-UPS,Smart-UPS 1000,3S2225X10997,SMT1000RM2UC,APC,v2.0.0.6,10.53.95.146,MBUS Mason City,73.86,Good,2022-06,2022-08,25.833916083916105,,APCRBC132,18.060294441546393,17.3,18.07792829661301,18.8,Lower the battery temperature to 25 degrees C,2027-12-12,2028-01-03
MBUS-MasonCity-MDF-UPS1,Smart-UPS SRT    1500,AS2234293820,SRT1500RMXLA-NC,APC,v2.0.0.6,10.53.80.23,MBUS Mason City,,,,,,APCRBC155,APCRBC155,57.36085906242923,55.0,57.36085906242923,60.2,,,
MBUS-MasonCity-MDF-UPS2,Smart-UPS SRT    1500,AS2234293809,SRT1500RMXLA-NC,APC,v2.0.0.6,10.53.80.24,MBUS Mason City,,,,,,APCRBC155,APCRBC155,0.0,0.0,0.0,0.0,,,
MBUS-MasonCity-MDF-UPS3,Smart-UPS 2200,AS2323253829,SMT2200RM2UNC,APC,v2.0.0.6,10.53.95.59,MBUS Mason City,65.09,Average,2023-06,2023-06,26.6578947368421,,RBC43,11.271358268861606,11.0,11.496360335974655,33.1,Lower the battery temperature to 25 degrees C,2028-04-29,2028-12-18
MBUS-McCook-IDF2-UPS,SMART-UPS X1000,AS2228160170,SMX1000C,APC,v2.0.0.6,10.50.10.86,MBUS McCook,69.14,Good,2022-07,2022-10,25.29128919860626,SMX48RMBP2U,APCRBC116,70.23800454671996,66.0,70.05164820981886,74.0,Lower the battery temperature to 25 degrees C,2028-04-30,2028-07-01
MBUS-McCook-IDF3-UPS,SMART-UPS X1000,AS2228160163,SMX1000C,APC,v2.0.0.6,10.50.10.114,MBUS McCook,72.31,Good,2022-07,2022-10,24.17789473684213,SMX48RMBP2U,APCRBC116,67.90282523224651,63.9,67.87048633062028,71.3,Lower the battery temperature to 25 degrees C,2028-03-26,2028-07-03
MBUS-McCook-IDF4-UPS,SMART-UPS X1000,AS2228160166,SMX1000C,APC,v2.0.0.6,10.50.10.219,MBUS McCook,60.06,Average,2022-07,2022-10,28.156445993031337,SMX48RMBP2U,APCRBC116,24.880834463650224,23.3,24.644857917045087,30.4,Lower the battery temperature to 25 degrees C,2027-07-08,2028-03-26
MBUS-McCook-MDF-UPS1,Smart-UPS SRT    1500,AS2235191964,SRT1500RMXLA-NC,APC,v2.0.0.6,10.50.0.23,MBUS McCook,59.77,Average,2022-08,2022-08,19.817543859649124,APCRBC155,APCRBC155,31.683419929485993,30.9,31.686157706223348,33.6,,2027-05-05,2027-05-05
MBUS-McCook-MDF-UPS2,Smart-UPS SRT    1500,AS2235292683,SRT1500RMXLA-NC,APC,v2.0.0.6,10.50.0.24,MBUS McCook,60.02,Average,2022-08,2022-08,19.340350877192982,APCRBC155,APCRBC155,0.0,0.0,0.0,0.0,,2027-05-08,2027-05-08
MBUS-McCook-MDF-UPS3,Smart-UPS SRT 5000,AS2234273145,SRT5KRMXLT,APC,v2.0.0.6,10.50.10.153,MBUS McCook,33.59,Average,2022-08,2016-12,27.0,APCRBC140,APCRBC140,37.585114844574306,36.3,37.48745982944034,43.3,"Replace battery, Lower the battery temperature to 25 degrees C",,
MBUS-NorthLittleRock-IDF1-UPS,Smart-UPS 1500,AS2307332122,SMT1500RM2UCNC,APC,v2.0.0.6,172.16.12.185,MBUS North Little Rock,66.97,Good,2023-02,2023-05,30.082517482517485,,APCRBC133,17.9516556291391,16.0,17.856479183024934,19.2,Lower the battery temperature to 25 degrees C,2026-12-27,2028-07-24
MBUS-NorthLittleRock-MDF-UPS1,Smart-UPS 2200,AS2323253981,SMT2200RM2UNC,APC,v2.0.0.6,172.16.12.171,MBUS North Little Rock,75.05,Good,2023-06,2023-06,22.36328671328677,,RBC43,24.50901112914443,22.1,28.719851612840408,35.8,,2028-02-06,2028-02-24
MBUS-OklahomaCity-MDF-UPS1,Smart-UPS 750,AS2303332738,SMT750RM2UCNC,APC,v2.0.0.6,10.50.173.254,MBUS Oklahoma City,49.42,Average,2023-01,2023-04,30.06807017543867,,APCRBC123,19.01987781410123,16.0,18.303807048045236,196.7,Lower the battery temperature to 25 degrees C,2026-06-03,2027-11-06
MBUS-Orlando-IDF1-UPS,Smart-UPS 1500,AS2307154001,SMT1500RM2UCNC,APC,v2.0.0.6,172.16.27.157,MBUS Orlando,,,,,8.308045977011496,,APCRBC133,,,,,,2026-11-13,2026-11-13
MBUS-Orlando-IDF5-UPS1,Smart-UPS 750,AS2303332737,SMT750RM2UCNC,APC,v2.0.0.6,172.16.27.151,MBUS Orlando,56.46,Average,2023-01,2023-04,34.32447552447554,,APCRBC123,24.50521222096014,22.7,24.523646603974395,25.3,Lower the battery temperature to 25 degrees C,2025-12-18,2027-12-03
MBUS-Orlando-MDF-UPS1,Smart-UPS SRT    1500,AS2032292981,SRT1500RMXLA-NC,APC,v6.8.2,10.50.144.24,MBUS Orlando,36.94,Average,2020-08,2020-08,24.060070671378092,APCRBC155,APCRBC155,82.6817985711635,77.4,82.34299903968589,91.9,,,
MBUS-Orlando-MDF-UPS2,Smart-UPS SRT    1500,AS2351392750,SRT1500RMXLA,APC,v6.8.2,10.50.144.23,MBUS Orlando,84.1,Good,2023-12,2023-12,23.028070175438597,APCRBC155,APCRBC155,0.0,0.0,0.0,0.0,,2029-06-16,2029-06-16
MBUS-Orlando-MDF-UPS3,Smart-UPS 2200,AS2325331371,SMT2200RM2UNC,APC,v2.0.0.6,172.16.27.145,MBUS Orlando,72.27,Good,2023-06,2023-06,23.436363636363662,,RBC43,0.0,0.0,0.0,0.0,,2029-02-07,2029-02-07
MBUS-Orlando-RFIDTest1UPS,Smart-UPS X 1500,AS2046142464,SMX1500RM2UNC,APC,v1.1.0.16,10.61.29.138,MBUS Orlando,,,,,7.160633484162897,SMX48RMBP2U,APCRBC115,,,,,,2026-07-23,2026-07-23
MBUS-Phoenix-IDF1-UPS,Smart-UPS 1500,AS2307332106,SMT1500RM2UCNC,APC,v2.0.0.6,10.50.90.242,MBUS Phoenix,58.33,Average,2023-02,2023-10,35.38807017543857,,APCRBC133,68.72584403839915,67.1,68.76492596922085,72.6,Lower the battery temperature to 25 degrees C,2026-05-05,2028-07-29
MBUS-Phoenix-IDF3-UPS,Smart-UPS 750,AS2303332731,SMT750RM2UCNC,APC,v2.0.0.6,10.50.90.253,MBUS Phoenix,61.16,Average,2023-01,2023-04,33.69965034965032,,APCRBC123,18.394030300571455,17.6,18.30841664122688,19.1,Lower the battery temperature to 25 degrees C,2026-12-15,2028-07-28
MBUS-Phoenix-IDF4-UPS,Smart-UPS 1000,N12303141712,SMT1000RM2UC,APC,v2.0.0.6,10.50.80.104,MBUS Phoenix,82.94,Good,2023-01,2023-04,6.940282685512378,,APCRBC132,25.928256285482572,25.2,25.816809393252882,26.6,,2028-09-05,2028-09-05
MBUS-Phoenix-IDF5-UPS,Smart-UPS 1000,N12303141760,SMT1000RM2UC,APC,v2.0.0.6,10.50.90.243,MBUS Phoenix,64.57,Average,2023-01,2023-04,29.821678321678316,,APCRBC132,13.225769765824278,12.8,13.598045194892997,14.1,Lower the battery temperature to 25 degrees C,2026-08-26,2028-01-28
MBUS-Phoenix-XXX-UPS,Smart-UPS 750,AS2136130031,SMT750RM2UNC,APC,v1.3.3.1,10.50.90.241,MBUS Phoenix,66.94,Good,2021-09,2021-09,23.18881118881131,,RBC123,88.00202515504554,74.1,88.06077697441462,98.8,,2026-03-24,2026-03-24
MBUS-Pompano-MDF-UPS1,Smart-UPS 2200,AS2204263491,SMT2200RM2UNC,APC,v1.3.3.1,172.16.14.168,MBUS Pompano,70.53,Good,2022-01,2022-01,19.386267605633904,,RBC43,6.698397235172686,0.0,14.531127728023876,16.2,,2027-08-03,2027-08-03
MBUS-Pompano-MDF-UPS2,Smart-UPS 2200,AS2323253827,SMT2200RM2UNC,APC,v2.0.0.6,172.16.14.184,MBUS Pompano,77.91,Good,2023-06,2023-06,21.44210526315798,,RBC43,15.818077052392411,0.0,25.975420496785027,27.3,,2028-12-22,2028-12-22
MBUS-Pompano3PL-MDF-UPS1,Smart-UPS SRT    1500,AS2322192684,SRT1500RMXLA-NC,APC,v2.0.0.6,10.61.98.219,MBUS Pompano,58.92,Average,2023-06,2023-06,26.109154929577464,APCRBC155,APCRBC155,9.018905345689465,8.6,9.00648732141056,9.7,Lower the battery temperature to 25 degrees C,2024-11-25,2024-11-29
MBUS-Pompano3PL-MDF-UPS2,Smart-UPS SRT    1500,AS2322192688,SRT1500RMXLA-NC,APC,v2.0.0.6,10.61.98.85,MBUS Pompano,64.89,Average,2023-06,2023-06,26.92226148409894,APCRBC155,APCRBC155,15.066307674472519,14.4,15.009663832099255,15.9,Lower the battery temperature to 25 degrees C,2027-08-20,2028-01-08
MBUS-Pompano3PL-MDF-UPS3,Smart-UPS 750,AS2137140218,SMT750RM2UNC,APC,v1.3.3.1,10.61.98.196,MBUS Pompano,78.39,Good,2021-09,2023-01,22.987368421052718,,RBC123,0.0,0.0,0.0,0.0,,2028-10-13,2028-10-13
MBUS-Portland-IDF1-UPS1,Smart-UPS 1000,3S2312X10900,SMT1000RM2UC,APC,v2.0.0.6,10.50.26.198,MBUS Portland,90.51,Good,2023-03,2023-06,13.42561403508771,,APCRBC132,51.4536069089434,50.3,51.44957751878215,52.0,,2028-10-20,2028-10-20
MBUS-Portland-MDF-UPS1,Smart-UPS 2200,AS2325331350,SMT2200RM2UNC,APC,v2.0.0.6,10.50.26.196,MBUS Portland,72.49,Good,2023-06,2023-06,23.42807017543859,,RBC43,63.147877445979795,60.4,63.17328083885981,76.0,,2029-02-14,2029-02-16
MBUS-Roanoke-IDF1-UPS,Smart-UPS 1500,AS2307134472,SMT1500RM2UCNC,APC,v2.0.0.6,10.240.40.200,MBUS Roanoke-TX,88.69,Good,2023-02,2023-05,17.746153846153835,,APCRBC133,46.37661715769822,43.2,46.325721037741175,47.0,,2028-07-17,2028-07-17
MBUS-Roanoke-IDF2-UPS,Smart-UPS 1500,AS2307134468,SMT1500RM2UCNC,APC,v2.0.0.6,10.240.40.202,MBUS Roanoke-TX,91.79,Good,2023-02,2023-10,16.297212543554014,,APCRBC133,43.76879158841667,40.0,43.75241229239618,44.1,,2029-01-28,2029-01-28
MBUS-Roanoke-IDF3-UPS,Smart-UPS 1500,AS2307331939,SMT1500RM2UCNC,APC,v2.0.0.6,10.240.40.203,MBUS Roanoke-TX,92.04,Good,2023-02,2023-10,15.082167832167832,,APCRBC133,39.263549738219886,0.0,39.31502207264603,39.8,,2029-01-16,2029-01-16
MBUS-Roanoke-IDF4-UPS,Smart-UPS 1500,AS2307331941,SMT1500RM2UCNC,APC,v2.0.0.6,10.240.40.81,MBUS Roanoke-TX,71.58,Good,2023-02,2023-10,29.26958041958039,,APCRBC133,26.729887082937257,25.9,26.66434160111784,27.6,Lower the battery temperature to 25 degrees C,2027-04-28,2028-12-31
MBUS-Roanoke-MDF-UPS1,Smart-UPS SRT    1500,AS2129192783,SRT1500RMXLA-NC,APC,v1.3.3.1,10.53.96.23,MBUS Roanoke-TX,63.71,Average,2021-07,2021-07,21.101754385964913,APCRBC155,APCRBC155,27.41114782225624,26.2,27.06622131128853,28.4,,2026-02-17,2026-02-17
MBUS-Roanoke-MDF-UPS2,Smart-UPS SRT    1500,AS2129292954,SRT1500RMXLA-NC,APC,v1.3.3.1,10.53.96.24,MBUS Roanoke-TX,67.41,Good,2021-07,2021-07,21.13684210526316,APCRBC155,APCRBC155,42.61979783694805,39.9,42.550511712091854,51.8,,2027-02-07,2027-02-07
MBUS-Roanoke-MDF-UPS3,Smart-UPS 3000,AS2338154032,SMT3000RM2UNC,APC,v2.0.0.6,10.240.40.86,MBUS Roanoke-TX,89.35,Good,2023-09,2024-02,19.386315789473784,,RBC43,0.0,0.0,0.0,0.0,,2029-02-21,2029-02-21
MBUS-Roanoke-MDF-UPS4,Smart-UPS 3000,AS2338154029,SMT3000RM2UNC,APC,v2.0.0.6,10.240.40.201,MBUS Roanoke-TX,89.01,Good,2023-09,2023-09,17.948251748251796,,RBC43,26.214818679280263,24.8,26.313883717245414,98.1,,2027-02-08,2027-02-08
MBUS-SaltLakeCity-IDF-UPS-1,Smart-UPS 1500 RM,R2110192E09003,,APC,v6.6.4,172.16.21.230,MBUS Salt Lake City,40.12,Average,2009-07,2021-11,25.635314685314814,,,22.13228570103637,17.5,21.116603013093304,25.3,"Replace UPS, Lower the battery temperature to 25 degrees C",2027-03-16,2027-07-25
MBUS-SaltLakeCity-IDF-UPS-2,Smart-UPS 1500 RM,R2109162E07002,,APC,v5.1.3,172.16.21.141,MBUS Salt Lake City,45.68,Average,2007-08,2021-10,22.559649122806906,,,15.076704229271032,14.3,14.957225995305583,15.6,Replace UPS,2027-07-06,2027-07-06
MBUS-SaltLakeCity-MDF-UPS,Smart-UPS 3000,AS2325160883,SMT3000RM2UNC,APC,v2.0.0.6,10.52.206.146,MBUS Salt Lake City,84.9,Good,2023-06,2023-06,19.081052631578924,,RBC43,25.079785946952043,22.8,25.023318817994976,28.0,,2027-12-19,2027-12-19
MBUS-StJohns-IDF1-UPS1,Smart-UPS 1000,3S2224X16443,SMT1000RM2UC,APC,v2.0.0.6,10.20.52.121,MBUS St Johns,50.34,Average,2022-06,2022-09,31.949122807017485,,APCRBC132,63.16981821567396,62.4,63.16524937462237,64.1,Lower the battery temperature to 25 degrees C,2025-11-12,2026-12-06
MBUS-StJohns-IDF3-UPS1,Smart-UPS 1000,3S2224X16475,SMT1000RM2UC,APC,v2.0.0.6,10.50.222.147,MBUS St Johns,82.72,Good,2022-06,2022-09,11.989788732394372,,APCRBC132,35.52894684959466,34.9,35.48272825080446,36.0,,2028-02-08,2028-02-08
MBUS-StJohns-IDF4-UPS1,Smart-UPS 1000,3S2224X16454,SMT1000RM2UC,APC,v2.0.0.6,10.50.222.58,MBUS St Johns,82.47,Good,2022-06,2022-09,14.30418118466896,,APCRBC132,66.78824040902923,66.0,66.76949115732427,67.3,,2028-01-11,2028-01-11
MBUS-StJohns-MDF-UPS1,Smart-UPS SRT    1500,AS2122293187,SRT1500RMXLA-NC,APC,v1.3.3.1,10.52.208.23,MBUS St Johns,23.84,Poor,2021-06,2021-06,31.936842105263157,APCRBC155,APCRBC155,66.36316033417924,62.2,65.81756589340199,84.6,Lower the battery temperature to 25 degrees C,,
MBUS-StJohns-MDF-UPS2,Smart-UPS SRT    1500,AS2122293194,SRT1500RMXLA-NC,APC,v1.3.3.1,10.52.208.24,MBUS St Johns,32.28,Poor,2021-06,2021-06,28.940140845070424,APCRBC155,APCRBC155,0.0,0.0,0.0,0.0,Lower the battery temperature to 25 degrees C,2025-01-24,2025-03-29
MBUS-StJohns-MDF-UPS3,Smart-UPS X 3000,AS1718163853,SMX3000RMLV2UNC,APC,v6.5.6,10.20.52.229,MBUS St Johns,9.84,Poor,2017-05,2020-09,33.32526315789476,APCRBC118,APCRBC117,4.914960575139147,4.5,4.886092002442328,5.4,Lower the battery temperature to 25 degrees C,,
MBUS-Stockton-IDF1-UPS1,Smart-UPS 1500,AS2307331922,SMT1500RM2UCNC,APC,v2.0.0.6,172.16.24.232,MBUS Stockton,76.1,Good,2023-02,2023-05,26.630526315789467,,APCRBC133,42.13259175960492,0.0,41.834271788496906,44.1,Lower the battery temperature to 25 degrees C,2028-07-26,2028-09-08
MBUS-Stockton-IDF2-UPS1,Smart-UPS 1500,AS2307331923,SMT1500RM2UCNC,APC,v2.0.0.6,172.16.24.241,MBUS Stockton,60.57,Average,2023-02,2023-05,33.26223776223776,,APCRBC133,46.874410028643325,46.2,46.67531120011197,47.4,Lower the battery temperature to 25 degrees C,2027-05-17,2028-09-10
MBUS-Stockton-MDF-UPS1,Smart-UPS 1500,AS2307331928,SMT1500RM2UCNC,APC,v2.0.0.6,172.16.24.220,MBUS Stockton,82.33,Good,2023-02,2023-09,24.664459930313544,,APCRBC133,0.0,0.0,0.0,0.0,,2029-03-03,2029-03-03
MBUS-Stockton-MDF-UPS2,Smart-UPS SRT    1500,AS2129292956,SRT1500RMXLA-NC,APC,v1.3.3.1,172.16.24.162,MBUS Stockton,,,,,,APCRBC155,APCRBC155,22.65455914842339,21.0,22.65455914842339,24.1,,,
MBUS-Stockton-MDF-UPS3,Smart-UPS SRT    1500,AS2129292959,SRT1500RMXLA-NC,APC,v1.3.3.1,172.16.24.164,MBUS Stockton,,,,,,APCRBC155,APCRBC155,20.12767411833211,19.7,20.127472361809044,20.6,,,
MBUS-Sumner-IDF1-UPS,Smart-UPS 1500,AS2307134662,SMT1500RM2UCNC,APC,v2.0.0.6,10.50.106.118,MBUS Sumner,46.38,Average,2023-02,2023-05,38.98666666666664,,APCRBC133,32.29085046913236,0.0,32.241657955843934,33.0,Lower the battery temperature to 25 degrees C,2025-05-13,2027-01-10
MBUS-Sumner-MDF-UPS1,Smart-UPS SRT 5000,AS2315272267,SRT5KRMXLT,APC,v2.0.0.6,10.50.106.119,MBUS Sumner,38.78,Average,2023-04,2021-07,30.00701754385965,APCRBC140,APCRBC140,21.37053239017126,20.2,22.11258363649995,28.7,Lower the battery temperature to 25 degrees C,2025-02-07,2025-06-22
MBUS-Sumner-MDF-UPS2,Smart-UPS SRT 5000,AS2315272240,SRT5KRMXLT,APC,v2.0.0.6,10.50.106.236,MBUS Sumner,77.12,Good,2023-04,2023-09,23.066666666666666,APCRBC140,APCRBC140,24.188719554627678,23.3,24.00127516752584,24.9,,2029-05-27,2029-05-27
MBUS-Walker-IDF1-UPS1,Smart-UPS 1500,AS2307153153,SMT1500RM2UCNC,APC,v2.0.0.6,10.44.106.144,MBUS Walker,70.38,Good,2023-02,2024-01,30.05649122807019,,APCRBC133,45.54104835903975,44.1,45.514056883392804,47.0,Lower the battery temperature to 25 degrees C,2027-07-15,2029-02-09
MBUS-Walker-IDF2-UPS1,Smart-UPS 1500,AS2307153150,SMT1500RM2UCNC,APC,v2.0.0.6,10.44.106.147,MBUS Walker,90.58,Good,2023-02,2024-01,7.648771929824567,,APCRBC133,37.63584787596465,37.0,37.604308513043144,39.0,,2029-05-09,2029-05-09
MBUS-Walker-IDF3-UPS1,Smart-UPS 1000,3S2312X10859,SMT1000RM2UC,APC,v2.0.0.6,10.44.98.110,MBUS Walker,57.88,Average,2023-03,2024-01,41.97263157894735,,APCRBC132,20.046910359859044,19.2,20.085330950610597,23.3,Lower the battery temperature to 25 degrees C,2025-11-17,2028-11-30
MBUS-Walker-MDF-UPS1,Smart-UPS SRT    1500,AS2108195658,SRT1500RMXLA-NC,APC,v1.3.3.1,10.44.96.13,MBUS Walker,60.77,Average,2021-02,2021-02,18.971830985915492,APCRBC155,APCRBC155,32.62438441642792,27.2,32.75906640425587,41.8,,2025-05-20,2025-05-20
MBUS-Walker-MDF-UPS2,Smart-UPS SRT    1500,AS2108195656,SRT1500RMXLA-NC,APC,v1.3.3.1,10.44.96.14,MBUS Walker,66.82,Good,2021-02,2021-02,18.295774647887324,APCRBC155,APCRBC155,37.8180477454811,35.9,37.56115982891325,39.5,,2026-11-05,2026-11-05
MBUS-Walker-MDF-UPS3,Smart-UPS 1500,AS2307153148,SMT1500RM2UCNC,APC,v2.0.0.6,10.44.106.58,MBUS Walker,86.27,Good,2023-02,2023-05,21.005944055944074,,APCRBC133,13.36632077337398,0.0,10.247773464746546,20.6,,2028-10-23,2028-10-23
MBUS-Whitewater-IDF2-UPS,Smart-UPS 1500,AS2303232019,SMT1500RM2UCNC,APC,v2.0.0.6,10.50.122.146,MBUS Whitewater,64.13,Average,2023-01,2023-04,29.65157894736849,,APCRBC133,29.01836046188089,28.7,29.03472931065467,29.9,Lower the battery temperature to 25 degrees C,2026-11-03,2028-01-17
MBUS-Whitewater-MDF-UPS1,Smart-UPS 3000,AS2242162498,SMT3000RM2UNC,APC,v2.0.0.6,10.50.122.219,MBUS Whitewater,75.17,Good,2022-10,2022-10,18.905594405594364,,RBC43,48.843158529234515,46.1,49.14284696318042,54.7,,2025-12-31,2025-12-31
RBD-Centreville-UPS1,Smart-UPS 750,AS2113162309,SMT750RM2UNC,APC,v1.3.3.1,10.54.90.58,RBG Centreville,48.11,Average,2021-04,2021-04,28.54245614035107,,RBC123,56.990784605719256,55.2,56.93702938483612,59.1,Lower the battery temperature to 25 degrees C,2025-04-05,2025-06-29
RBD-Chantilly-UPS1,Smart-UPS SRT    1500,AS2111190719,SRT1500RMXLA-NC,APC,v1.3.3.1,10.28.76.7,RBG Chantilly,62.33,Average,2021-03,2021-03,21.6993006993007,APCRBC155,APCRBC155,62.89440106136603,53.7,61.11671405672272,66.6,,2026-11-03,2026-11-05
RBD-Chantilly-UPS2,Smart-UPS SRT    1500,AS2111290924,SRT1500RMXLA-NC,APC,v1.3.3.1,10.28.76.8,RBG Chantilly,61.14,Average,2021-03,2021-03,20.6013986013986,APCRBC155,APCRBC155,17.339892339640585,16.8,17.367385017050218,18.0,,2025-11-18,2025-11-18
RBD-ChicagoHQ-MDFUPS1,Smart-UPS SRT    1500,AS2132290989,SRT1500RMXLA-NC,APC,v1.3.3.1,10.57.155.147,RBG Chicago-HQ,65.65,Average,2021-08,2021-08,22.014134275618375,APCRBC155,APCRBC155,15.7993331013686,15.2,15.689689427696498,16.7,,2027-03-28,2027-03-28
RBD-ChicagoHQ-MDFUPS2,Smart-UPS SRT    1500,AS2132290999,SRT1500RMXLA-NC,APC,v1.3.3.1,10.57.155.58,RBG Chicago-HQ,54.05,Average,2021-08,2021-08,24.0,APCRBC155,APCRBC155,49.6679232819562,48.5,49.40913494384494,50.5,,2026-01-29,2026-01-29
RBD-Doral-UPS1,Smart-UPS SRT    1500,AS2108195654,SRT1500RMXLA-NC,APC,v1.3.3.1,10.28.44.23,RBG Doral,38.14,Average,2021-02,2021-02,26.5859649122807,APCRBC155,APCRBC155,48.75172301803634,47.9,48.78483879232487,50.7,Lower the battery temperature to 25 degrees C,2025-05-15,2025-07-12
RBD-Doral-UPS2,Smart-UPS SRT    1500,AS2108195647,SRT1500RMXLA-NC,APC,v1.3.3.1,10.28.44.24,RBG Doral,31.71,Poor,2021-02,2021-02,24.02826855123675,APCRBC155,APCRBC155,0.0,0.0,0.0,0.0,,2026-10-28,2026-11-02
RBD-Gardena-UPS1,Smart-UPS SRT    1500,AS2103193798,SRT1500RMXLA-NC,APC,v1.3.3.1,10.57.170.146,RBG Gardena,58.85,Average,2021-01,2021-01,22.0,APCRBC155,APCRBC155,55.41923826312861,53.9,55.3604684099945,57.1,,2026-06-06,2026-06-06
RBD-Gardena-UPS2,Smart-UPS 750,AS2109142573,SMT750RM2UNC,APC,v1.3.3.1,10.57.170.145,RBG Gardena,42.23,Average,2021-03,2021-03,22.625783972125504,,RBC123,56.329806622148,52.6,55.99917309032855,57.2,,2025-01-10,2025-01-10
RBD-Gardena-UPS3,Smart-UPS 750,AS2109142554,SMT750RM2UNC,APC,v1.3.3.1,10.57.170.148,RBG Gardena,48.03,Average,2021-03,2021-03,23.05183823529418,,RBC123,24.845520499994237,24.7,24.788057660744887,26.0,,2026-09-18,2026-09-28
RBD-Gardena-UPS4,Smart-UPS 750,AS2109142553,SMT750RM2UNC,APC,v1.3.3.1,10.57.170.149,RBG Gardena,63.02,Average,2021-03,2021-03,23.745804195804304,,RBC123,30.897202351277116,29.9,30.69795036197054,31.8,,2026-09-16,2026-09-16
RBD-Gardena-UPS5,Smart-UPS 750,AS2109142572,SMT750RM2UNC,APC,v1.3.3.1,10.57.170.150,RBG Gardena,46.2,Average,2021-03,2021-03,25.08245614035098,,RBC123,35.56318121194545,34.4,35.36951172716456,36.4,Lower the battery temperature to 25 degrees C,2026-10-26,2026-10-30
RBD-Pompano-UPS2,Smart-UPS SRT    1500,AS2111290863,SRT1500RMXLA-NC,APC,v1.3.3.1,10.28.38.24,RBG Pompano,50.18,Average,2021-03,2021-03,24.503521126760564,APCRBC155,APCRBC155,17.55579826086956,0.0,8.435044080969556,20.7,,2026-06-01,2026-06-01
RBD-Redding-IDF1-UPS2,Smart-UPS 750,AS2053340851,SMT750RM2UNC,APC,v6.8.2,10.54.42.12,RBG Redding,49.09,Average,2020-12,2020-12,29.060211267605712,,RBC123,60.71895971987112,56.5,60.561241673575665,63.0,Lower the battery temperature to 25 degrees C,2026-01-05,2026-03-02
RBD-Redding-IDF2-UPS3,Smart-UPS 750,AS2051242677,SMT750RM2UNC,APC,v1.3.3.1,10.54.42.13,RBG Redding,53.79,Average,2020-12,2020-12,27.211538461538517,,RBC123,56.379714799142,53.9,55.99328544518263,57.8,Lower the battery temperature to 25 degrees C,2026-01-02,2026-01-22
